tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0004902	movie	The Apaches of Paris	The Apaches of Paris	0	1915	\N	\N	Drama
tt0004972	movie	The Birth of a Nation	The Birth of a Nation	0	1915	\N	195	Drama,History,War
tt0006864	movie	Intolerance: Love's Struggle Throughout the Ages	Intolerance: Love's Struggle Throughout the Ages	0	1916	\N	163	Drama,History
tt0009968	movie	Broken Blossoms	Broken Blossoms or The Yellow Man and the Girl	0	1919	\N	90	Drama,Romance
tt0012532	movie	Orphans of the Storm	Orphans of the Storm	0	1921	\N	150	Drama,History,Romance
tt0015864	movie	The Gold Rush	The Gold Rush	0	1925	\N	95	Adventure,Comedy,Drama
tt0016332	movie	Seven Chances	Seven Chances	0	1925	\N	56	Comedy,Romance
tt0017136	movie	Metropolis	Metropolis	0	1927	\N	153	Drama,Sci-Fi
tt0017925	movie	The General	The General	0	1926	\N	67	Action,Adventure,Comedy
tt0018684	movie	Beggars of Life	Beggars of Life	0	1928	\N	100	Adventure,Drama
tt0018737	movie	Pandora's Box	Die Büchse der Pandora	0	1929	\N	109	Crime,Drama,Romance
tt0018742	movie	The Cameraman	The Cameraman	0	1928	\N	69	Comedy,Drama,Family
tt0019421	movie	Steamboat Bill, Jr.	Steamboat Bill, Jr.	0	1928	\N	70	Action,Comedy,Drama
tt0020475	movie	Diary of a Lost Girl	Tagebuch einer Verlorenen	0	1929	\N	104	Drama
tt0020530	short	Un Chien Andalou	Un chien andalou	0	1929	\N	16	Fantasy,Horror,Short
tt0020640	movie	Animal Crackers	Animal Crackers	0	1930	\N	97	Comedy,Musical
tt0020697	movie	The Blue Angel	Der blaue Engel	0	1930	\N	106	Drama,Music
tt0021273	movie	Beauty Prize	Prix de beauté (Miss Europe)	0	1930	\N	93	Drama
tt0021749	movie	City Lights	City Lights	0	1931	\N	87	Comedy,Drama,Romance
tt0021884	movie	Frankenstein	Frankenstein	0	1931	\N	70	Drama,Horror,Sci-Fi
tt0022100	movie	M	M	0	1931	\N	117	Crime,Drama,Mystery
tt0023236	movie	The Monster Walks	The Monster Walks	0	1932	\N	63	Horror
tt0023245	movie	The Mummy	The Mummy	0	1932	\N	73	Fantasy,Horror
tt0023563	movie	The Testament of Dr. Mabuse	Das Testament des Dr. Mabuse	0	1933	\N	122	Crime
tt0023969	movie	Duck Soup	Duck Soup	0	1933	\N	68	Comedy,Musical,War
tt0025073	movie	The Dude Ranger	The Dude Ranger	0	1934	\N	65	Action,Comedy,Western
tt0025316	movie	It Happened One Night	It Happened One Night	0	1934	\N	105	Comedy,Romance
tt0025452	movie	The Man Who Knew Too Much	The Man Who Knew Too Much	0	1934	\N	75	Crime,Mystery,Thriller
tt0025712	movie	The Return of Chandu	The Return of Chandu	0	1934	\N	208	Adventure,Fantasy,Horror
tt0025713	movie	The Return of Chandu	The Return of Chandu	0	1934	\N	65	Adventure,Fantasy,Horror
tt0026138	movie	Bride of Frankenstein	Bride of Frankenstein	0	1935	\N	75	Drama,Horror,Sci-Fi
tt0026195	movie	Chandu on the Magic Island	Chandu on the Magic Island	0	1935	\N	70	Adventure,Fantasy
tt0026752	movie	Mutiny on the Bounty	Mutiny on the Bounty	0	1935	\N	132	Adventure,Biography,Drama
tt0026778	movie	A Night at the Opera	A Night at the Opera	0	1935	\N	96	Comedy,Music,Musical
tt0026942	movie	Roberta	Roberta	0	1935	\N	106	Comedy,Musical,Romance
tt0027125	movie	Top Hat	Top Hat	0	1935	\N	101	Comedy,Musical,Romance
tt0027442	movie	Charlie Chan's Secret	Charlie Chan's Secret	0	1936	\N	72	Comedy,Crime,Horror
tt0027652	movie	Fury	Fury	0	1936	\N	92	Crime,Drama,Film-Noir
tt0027977	movie	Modern Times	Modern Times	0	1936	\N	87	Comedy,Drama,Family
tt0027996	movie	Mr. Deeds Goes to Town	Mr. Deeds Goes to Town	0	1936	\N	115	Comedy,Drama,Romance
tt0028988	movie	Heidi	Heidi	0	1937	\N	88	Drama,Family,Musical
tt0029583	movie	Snow White and the Seven Dwarfs	Snow White and the Seven Dwarfs	0	1937	\N	83	Animation,Family,Fantasy
tt0029843	movie	The Adventures of Robin Hood	The Adventures of Robin Hood	0	1938	\N	102	Action,Adventure,Romance
tt0029852	movie	Alexander's Ragtime Band	Alexander's Ragtime Band	0	1938	\N	106	Drama,Musical,Romance
tt0029870	movie	Angels with Dirty Faces	Angels with Dirty Faces	0	1938	\N	97	Crime,Drama,Film-Noir
tt0030287	movie	Jezebel	Jezebel	0	1938	\N	104	Drama,Romance
tt0031381	movie	Gone with the Wind	Gone with the Wind	0	1939	\N	238	Drama,History,Romance
tt0031580	movie	The Little Princess	The Little Princess	0	1939	\N	93	Comedy,Drama,Family
tt0031679	movie	Mr. Smith Goes to Washington	Mr. Smith Goes to Washington	0	1939	\N	129	Comedy,Drama
tt0031971	movie	Stagecoach	Stagecoach	0	1939	\N	96	Adventure,Western
tt0032138	movie	The Wizard of Oz	The Wizard of Oz	0	1939	\N	102	Adventure,Family,Fantasy
tt0032551	movie	The Grapes of Wrath	The Grapes of Wrath	0	1940	\N	129	Drama,History
tt0032553	movie	The Great Dictator	The Great Dictator	0	1940	\N	125	Comedy,Drama,War
tt0032599	movie	His Girl Friday	His Girl Friday	0	1940	\N	92	Comedy,Drama,Romance
tt0032762	movie	The Mark of Zorro	The Mark of Zorro	0	1940	\N	94	Action,Adventure,Romance
tt0032904	movie	The Philadelphia Story	The Philadelphia Story	0	1940	\N	112	Comedy,Romance
tt0032976	movie	Rebecca	Rebecca	0	1940	\N	130	Drama,Mystery,Romance
tt0033238	movie	Waterloo Bridge	Waterloo Bridge	0	1940	\N	108	Drama,Romance,War
tt0033467	movie	Citizen Kane	Citizen Kane	0	1941	\N	119	Drama,Mystery
tt0033729	movie	How Green Was My Valley	How Green Was My Valley	0	1941	\N	118	Drama,Family
tt0033870	movie	The Maltese Falcon	The Maltese Falcon	0	1941	\N	100	Film-Noir,Mystery
tt0033891	movie	Meet John Doe	Meet John Doe	0	1941	\N	122	Comedy,Drama,Romance
tt0034240	movie	Sullivan's Travels	Sullivan's Travels	0	1941	\N	90	Adventure,Comedy,Drama
tt0034248	movie	Suspicion	Suspicion	0	1941	\N	99	Mystery,Thriller
tt0034583	movie	Casablanca	Casablanca	0	1942	\N	102	Drama,Romance,War
tt0034800	movie	The Golden City	Die goldene Stadt	0	1942	\N	110	Drama
tt0034881	movie	I Married a Witch	I Married a Witch	0	1942	\N	77	Comedy,Fantasy,Romance
tt0035140	movie	Now, Voyager	Now, Voyager	0	1942	\N	117	Drama,Romance
tt0035432	movie	This Gun for Hire	This Gun for Hire	0	1942	\N	81	Crime,Drama,Film-Noir
tt0035575	movie	Yankee Doodle Dandy	Yankee Doodle Dandy	0	1942	\N	126	Biography,Drama,Musical
tt0035979	movie	Heaven Can Wait	Heaven Can Wait	0	1943	\N	112	Comedy,Drama,Fantasy
tt0036241	movie	The Outlaw	The Outlaw	0	1943	\N	116	Comedy,Drama,Romance
tt0036723	movie	Cover Girl	Cover Girl	0	1944	\N	107	Comedy,Musical,Romance
tt0036775	movie	Double Indemnity	Double Indemnity	0	1944	\N	107	Crime,Drama,Film-Noir
tt0037008	movie	Laura	Laura	0	1944	\N	88	Drama,Film-Noir,Mystery
tt0037059	movie	Meet Me in St. Louis	Meet Me in St. Louis	0	1944	\N	113	Comedy,Drama,Family
tt0037382	movie	To Have and Have Not	To Have and Have Not	0	1944	\N	100	Adventure,Comedy,Romance
tt0037865	movie	Leave Her to Heaven	Leave Her to Heaven	0	1945	\N	110	Drama,Film-Noir,Romance
tt0038109	movie	Spellbound	Spellbound	0	1945	\N	111	Film-Noir,Mystery,Romance
tt0038355	movie	The Big Sleep	The Big Sleep	0	1946	\N	114	Crime,Film-Noir,Mystery
tt0038369	movie	The Blue Dahlia	The Blue Dahlia	0	1946	\N	96	Crime,Film-Noir,Mystery
tt0038559	movie	Gilda	Gilda	0	1946	\N	110	Drama,Film-Noir,Romance
tt0038787	movie	Notorious	Notorious	0	1946	\N	101	Drama,Film-Noir,Romance
tt0038873	movie	The Razor's Edge	The Razor's Edge	0	1946	\N	145	Drama,Romance
tt0038991	movie	The Stranger	The Stranger	0	1946	\N	95	Crime,Drama,Film-Noir
tt0039192	movie	Black Narcissus	Black Narcissus	0	1947	\N	101	Drama
tt0039420	movie	The Ghost and Mrs. Muir	The Ghost and Mrs. Muir	0	1947	\N	104	Comedy,Drama,Fantasy
tt0039628	movie	Miracle on 34th Street	Miracle on 34th Street	0	1947	\N	96	Comedy,Drama,Family
tt0039689	movie	Out of the Past	Out of the Past	0	1947	\N	97	Crime,Drama,Film-Noir
tt0040308	movie	Easter Parade	Easter Parade	0	1948	\N	107	Musical,Romance
tt0040369	movie	Fort Apache	Fort Apache	0	1948	\N	128	Action,Adventure,Western
tt0040506	movie	Key Largo	Key Largo	0	1948	\N	100	Action,Crime,Drama
tt0040525	movie	The Lady from Shanghai	The Lady from Shanghai	0	1947	\N	87	Crime,Drama,Film-Noir
tt0040536	movie	Letter from an Unknown Woman	Letter from an Unknown Woman	0	1948	\N	87	Drama,Romance
tt0040897	movie	The Treasure of the Sierra Madre	The Treasure of the Sierra Madre	0	1948	\N	126	Adventure,Drama,Western
tt0041452	movie	The Heiress	The Heiress	0	1949	\N	115	Drama,Romance
tt0041546	movie	Kind Hearts and Coronets	Kind Hearts and Coronets	0	1949	\N	106	Comedy,Crime
tt0041716	movie	On the Town	On the Town	0	1949	\N	98	Comedy,Musical,Romance
tt0041944	movie	Take Me Out to the Ball Game	Take Me Out to the Ball Game	0	1949	\N	93	Comedy,Musical,Romance
tt0042041	movie	White Heat	White Heat	0	1949	\N	114	Action,Crime,Drama
tt0042171	tvSeries	You Bet Your Life	You Bet Your Life	0	1950	1961	30	Comedy,Family,Game-Show
tt0042192	movie	All About Eve	All About Eve	0	1950	\N	138	Drama
tt0042876	movie	Rashomon	Rashômon	0	1950	\N	88	Crime,Drama,Mystery
tt0042994	movie	Stage Fright	Stage Fright	0	1950	\N	110	Film-Noir,Thriller
tt0043014	movie	Sunset Boulevard	Sunset Blvd.	0	1950	\N	110	Drama,Film-Noir
tt0043044	movie	Three Little Words	Three Little Words	0	1950	\N	102	Biography,Comedy,Musical
tt0043265	movie	The African Queen	The African Queen	0	1951	\N	105	Adventure,Drama,Romance
tt0043278	movie	An American in Paris	An American in Paris	0	1951	\N	114	Drama,Musical,Romance
tt0043465	movie	Detective Story	Detective Story	0	1951	\N	103	Crime,Drama,Film-Noir
tt0043643	movie	His Kind of Woman	His Kind of Woman	0	1951	\N	120	Action,Crime,Film-Noir
tt0043924	movie	A Place in the Sun	A Place in the Sun	0	1951	\N	122	Drama,Romance
tt0043959	movie	Rawhide	Rawhide	0	1951	\N	89	Drama,Romance,Western
tt0044081	movie	A Streetcar Named Desire	A Streetcar Named Desire	0	1951	\N	122	Drama
tt0044265	tvSeries	Guiding Light	The Guiding Light	0	1952	2009	60	Drama,Romance
tt0044391	movie	The Bad and the Beautiful	The Bad and the Beautiful	0	1952	\N	118	Drama,Romance
tt0044706	movie	High Noon	High Noon	0	1952	\N	85	Action,Drama,Thriller
tt0044760	movie	Ivanhoe	Ivanhoe	0	1952	\N	106	Adventure,Drama,History
tt0045061	movie	The Quiet Man	The Quiet Man	0	1952	\N	129	Comedy,Drama,Romance
tt0045152	movie	Singin' in the Rain	Singin' in the Rain	0	1952	\N	103	Comedy,Musical,Romance
tt0045395	tvSeries	General Electric Theater	General Electric Theater	0	1953	1962	30	Comedy,Drama
tt0045793	movie	From Here to Eternity	From Here to Eternity	0	1953	\N	118	Drama,Romance,War
tt0045810	movie	Gentlemen Prefer Blondes	Gentlemen Prefer Blondes	0	1953	\N	91	Comedy,Musical,Romance
tt0045826	movie	Glen or Glenda	Glen or Glenda	0	1953	\N	65	Drama
tt0045891	movie	How to Marry a Millionaire	How to Marry a Millionaire	0	1953	\N	95	Comedy,Drama,Romance
tt0045943	movie	Julius Caesar	Julius Caesar	0	1953	\N	120	Biography,Drama,History
tt0046250	movie	Roman Holiday	Roman Holiday	0	1953	\N	118	Comedy,Romance
tt0046303	movie	Shane	Shane	0	1953	\N	118	Drama,Western
tt0046359	movie	Stalag 17	Stalag 17	0	1953	\N	120	Comedy,Drama,War
tt0046502	movie	Vergiß die Liebe nicht	Vergiß die Liebe nicht	0	1953	\N	100	Comedy,Romance
tt0046593	tvSeries	Walt Disney's Wonderful World of Color	Disneyland	0	1954	1991	120	Adventure,Biography,Drama
tt0046672	movie	20,000 Leagues Under the Sea	20,000 Leagues Under the Sea	0	1954	\N	127	Adventure,Drama,Family
tt0046912	movie	Dial M for Murder	Dial M for Murder	0	1954	\N	105	Crime,Film-Noir,Thriller
tt0047127	movie	Jail Bait	Jail Bait	0	1954	\N	71	Crime,Drama,Film-Noir
tt0047296	movie	On the Waterfront	On the Waterfront	0	1954	\N	108	Crime,Drama,Thriller
tt0047396	movie	Rear Window	Rear Window	0	1954	\N	112	Mystery,Thriller
tt0047437	movie	Sabrina	Sabrina	0	1954	\N	113	Comedy,Drama,Romance
tt0047478	movie	Seven Samurai	Shichinin no samurai	0	1954	\N	207	Adventure,Drama
tt0047522	movie	A Star Is Born	A Star Is Born	0	1954	\N	154	Drama,Musical,Romance
tt0047528	movie	La Strada	La strada	0	1954	\N	108	Drama
tt0047898	movie	Bride of the Monster	Bride of the Monster	0	1955	\N	69	Horror,Sci-Fi
tt0048028	movie	East of Eden	East of Eden	0	1955	\N	118	Drama
tt0048380	movie	Mister Roberts	Mister Roberts	0	1955	\N	123	Comedy,Drama,War
tt0048393	movie	Mr. Arkadin	Mr. Arkadin	0	1955	\N	93	Crime,Drama,Film-Noir
tt0048424	movie	The Night of the Hunter	The Night of the Hunter	0	1955	\N	92	Crime,Drama,Film-Noir
tt0048545	movie	Rebel Without a Cause	Rebel Without a Cause	0	1955	\N	111	Drama
tt0048605	movie	The Seven Year Itch	The Seven Year Itch	0	1955	\N	105	Comedy,Romance
tt0048728	movie	To Catch a Thief	To Catch a Thief	0	1955	\N	106	Mystery,Romance,Thriller
tt0049189	movie	...And God Created Woman	Et Dieu... créa la femme	0	1956	\N	95	Drama,Romance
tt0049233	movie	Friendly Persuasion	Friendly Persuasion	0	1956	\N	137	Drama,Romance,War
tt0049261	movie	Giant	Giant	0	1956	\N	201	Drama,Western
tt0049408	movie	The King and I	The King and I	0	1956	\N	133	Biography,Drama,Musical
tt0049456	movie	Lust for Life	Lust for Life	0	1956	\N	122	Biography,Drama
tt0049470	movie	The Man Who Knew Too Much	The Man Who Knew Too Much	0	1956	\N	120	Drama,Thriller
tt0049730	movie	The Searchers	The Searchers	0	1956	\N	119	Adventure,Drama,Western
tt0049743	movie	7 Men from Now	7 Men from Now	0	1956	\N	78	Action,Western
tt0049833	movie	The Ten Commandments	The Ten Commandments	0	1956	\N	220	Adventure,Drama
tt0050083	movie	12 Angry Men	12 Angry Men	0	1957	\N	96	Crime,Drama
tt0050212	movie	The Bridge on the River Kwai	The Bridge on the River Kwai	0	1957	\N	161	Adventure,Drama,War
tt0050419	movie	Funny Face	Funny Face	0	1957	\N	103	Comedy,Musical,Romance
tt0050490	movie	Heaven Knows, Mr. Allison	Heaven Knows, Mr. Allison	0	1957	\N	108	Action,Adventure,Drama
tt0050783	movie	The Nights of Cabiria	Le notti di Cabiria	0	1957	\N	110	Drama
tt0050815	movie	Pal Joey	Pal Joey	0	1957	\N	111	Drama,Musical,Romance
tt0050976	movie	The Seventh Seal	Det sjunde inseglet	0	1957	\N	96	Drama,Fantasy
tt0050986	movie	Wild Strawberries	Smultronstället	0	1957	\N	91	Drama,Romance
tt0051036	movie	Sweet Smell of Success	Sweet Smell of Success	0	1957	\N	96	Drama,Film-Noir
tt0051047	movie	The Tall T	The Tall T	0	1957	\N	78	Romance,Thriller,Western
tt0051189	short	What's Opera, Doc?	What's Opera, Doc?	0	1957	\N	7	Animation,Comedy,Family
tt0051201	movie	Witness for the Prosecution	Witness for the Prosecution	0	1957	\N	116	Crime,Drama,Mystery
tt0051301	tvSeries	Peter Gunn	Peter Gunn	0	1958	1961	30	Action,Crime,Drama
tt0051312	tvSeries	Shirley Temple's Storybook	Shirley Temple's Storybook	0	1958	1961	60	Family,Fantasy,Romance
tt0051459	movie	Cat on a Hot Tin Roof	Cat on a Hot Tin Roof	0	1958	\N	108	Drama
tt0051525	movie	The Defiant Ones	The Defiant Ones	0	1958	\N	96	Crime,Drama
tt0051739	movie	The Horse's Mouth	The Horse's Mouth	0	1958	\N	97	Comedy
tt0052077	movie	Plan 9 from Outer Space	Plan 9 from Outer Space	0	1959	\N	79	Horror,Sci-Fi
tt0052097	movie	The Proud Rebel	The Proud Rebel	0	1958	\N	103	Western
tt0052182	movie	Separate Tables	Separate Tables	0	1958	\N	100	Drama,Romance
tt0052311	movie	Touch of Evil	Touch of Evil	0	1958	\N	95	Crime,Drama,Film-Noir
tt0052357	movie	Vertigo	Vertigo	0	1958	\N	128	Mystery,Romance,Thriller
tt0052358	movie	Embezzled Heaven	Der veruntreute Himmel	0	1958	\N	105	Drama
tt0052462	tvSeries	The Deputy	The Deputy	0	1959	1961	30	Western
tt0052561	movie	Anatomy of a Murder	Anatomy of a Murder	0	1959	\N	160	Crime,Drama,Mystery
tt0052618	movie	Ben-Hur	Ben-Hur	0	1959	\N	212	Adventure,Drama,History
tt0052847	movie	Gidget	Gidget	0	1959	\N	95	Comedy
tt0052918	movie	Imitation of Life	Imitation of Life	0	1959	\N	125	Drama
tt0053125	movie	North by Northwest	North by Northwest	0	1959	\N	136	Adventure,Mystery,Thriller
tt0053131	movie	The Nun's Story	The Nun's Story	0	1959	\N	149	Drama
tt0053137	movie	On the Beach	On the Beach	0	1959	\N	134	Drama,Romance,Sci-Fi
tt0053198	movie	The 400 Blows	Les quatre cents coups	0	1959	\N	99	Crime,Drama
tt0053221	movie	Rio Bravo	Rio Bravo	0	1959	\N	141	Action,Drama,Western
tt0053291	movie	Some Like It Hot	Some Like It Hot	0	1959	\N	121	Comedy,Romance
tt0053472	movie	Breathless	À bout de souffle	0	1960	\N	90	Crime,Drama
tt0053479	tvSeries	The Andy Griffith Show	The Andy Griffith Show	0	1960	1968	30	Comedy,Family
tt0053502	tvSeries	The Flintstones	The Flintstones	0	1960	1966	30	Animation,Comedy,Family
tt0053589	movie	Twenty Brave Men	Am Galgen hängt die Liebe	0	1960	\N	93	Drama
tt0053604	movie	The Apartment	The Apartment	0	1960	\N	125	Comedy,Drama,Romance
tt0053779	movie	La Dolce Vita	La dolce vita	0	1960	\N	174	Comedy,Drama
tt0053848	movie	G.I. Blues	G.I. Blues	0	1960	\N	104	Comedy,Musical
tt0053925	movie	House of Usher	House of Usher	0	1960	\N	79	Drama,Horror
tt0053946	movie	Inherit the Wind	Inherit the Wind	0	1960	\N	128	Biography,Drama,History
tt0054033	movie	The Little Shop of Horrors	The Little Shop of Horrors	0	1960	\N	72	Comedy,Horror
tt0054047	movie	The Magnificent Seven	The Magnificent Seven	0	1960	\N	128	Action,Adventure,Western
tt0054130	movie	La Notte	La notte	0	1961	\N	122	Drama
tt0054215	movie	Psycho	Psycho	0	1960	\N	109	Horror,Mystery,Thriller
tt0054331	movie	Spartacus	Spartacus	0	1960	\N	197	Adventure,Biography,Drama
tt0054389	movie	Shoot the Piano Player	Tirez sur le pianiste	0	1960	\N	81	Crime,Drama,Thriller
tt0054518	tvSeries	The Avengers	The Avengers	0	1961	1969	60	Action,Comedy,Crime
tt0054535	tvSeries	Dr. Kildare	Dr. Kildare	0	1961	1966	60	Drama
tt0054692	movie	Blue Hawaii	Blue Hawaii	0	1961	\N	102	Comedy,Musical
tt0054698	movie	Breakfast at Tiffany's	Breakfast at Tiffany's	0	1961	\N	115	Comedy,Drama,Romance
tt0054749	movie	Two Women	La ciociara	0	1960	\N	100	Drama,War
tt0054847	movie	El Cid	El Cid	0	1961	\N	182	Adventure,Biography,Drama
tt0054953	movie	The Guns of Navarone	The Guns of Navarone	0	1961	\N	158	Action,Adventure,Drama
tt0054997	movie	The Hustler	The Hustler	0	1961	\N	134	Drama,Sport
tt0055031	movie	Judgment at Nuremberg	Judgment at Nuremberg	0	1961	\N	186	Drama,War
tt0055032	movie	Jules and Jim	Jules et Jim	0	1962	\N	105	Drama,Romance
tt0055184	movie	The Misfits	The Misfits	0	1961	\N	125	Drama,Romance,Western
tt0055256	movie	One, Two, Three	One, Two, Three	0	1961	\N	115	Comedy
tt0055277	movie	The Parent Trap	The Parent Trap	0	1961	\N	129	Comedy,Family,Romance
tt0055471	movie	Splendor in the Grass	Splendor in the Grass	0	1961	\N	124	Drama,Romance
tt0055614	movie	West Side Story	West Side Story	0	1961	\N	153	Crime,Drama,Musical
tt0055630	movie	Yojimbo	Yôjinbô	0	1961	\N	110	Action,Drama,Thriller
tt0055689	tvSeries	McHale's Navy	McHale's Navy	0	1962	1966	30	Comedy,War
tt0055913	movie	Divorce Italian Style	Divorzio all'italiana	0	1961	\N	105	Comedy,Drama,Romance
tt0055928	movie	Dr. No	Dr. No	0	1962	\N	110	Action,Adventure,Thriller
tt0056023	movie	Girls! Girls! Girls!	Girls! Girls! Girls!	0	1962	\N	106	Comedy,Musical
tt0056059	movie	Hatari!	Hatari!	0	1962	\N	157	Action,Adventure,Drama
tt0056085	movie	How the West Was Won	How the West Was Won	0	1962	\N	164	Western
tt0056093	movie	If a Man Answers	If a Man Answers	0	1962	\N	102	Comedy,Romance
tt0056172	movie	Lawrence of Arabia	Lawrence of Arabia	0	1962	\N	216	Adventure,Biography,Drama
tt0056193	movie	Lolita	Lolita	0	1962	\N	153	Crime,Drama,Romance
tt0056197	movie	The Longest Day	The Longest Day	0	1962	\N	178	Action,Drama,History
tt0056217	movie	The Man Who Shot Liberty Valance	The Man Who Shot Liberty Valance	0	1962	\N	123	Drama,Western
tt0056218	movie	The Manchurian Candidate	The Manchurian Candidate	0	1962	\N	126	Drama,Thriller
tt0056412	movie	Ride the High Country	Ride the High Country	0	1962	\N	94	Western
tt0056592	movie	To Kill a Mockingbird	To Kill a Mockingbird	0	1962	\N	129	Crime,Drama
tt0056663	movie	My Life to Live	Vivre sa vie: Film en douze tableaux	0	1962	\N	80	Drama
tt0056687	movie	What Ever Happened to Baby Jane?	What Ever Happened to Baby Jane?	0	1962	\N	134	Drama,Horror,Thriller
tt0056732	movie	The Exterminating Angel	El ángel exterminador	0	1962	\N	95	Comedy,Drama,Fantasy
tt0056758	tvSeries	General Hospital	General Hospital	0	1963	\N	60	Crime,Drama,Romance
tt0056801	movie	8½	8½	0	1963	\N	138	Drama
tt0056891	movie	Bye Bye Birdie	Bye Bye Birdie	0	1963	\N	112	Comedy,Musical
tt0056923	movie	Charade	Charade	0	1963	\N	113	Comedy,Mystery,Romance
tt0057091	movie	The Leopard	Il gattopardo	0	1963	\N	186	Drama,History
tt0057115	movie	The Great Escape	The Great Escape	0	1963	\N	172	Adventure,Drama,History
tt0057171	movie	Yesterday, Today and Tomorrow	Ieri oggi domani	0	1963	\N	118	Comedy,Romance
tt0057193	movie	It's a Mad Mad Mad Mad World	It's a Mad Mad Mad Mad World	0	1963	\N	205	Action,Adventure,Comedy
tt0057263	movie	Love with the Proper Stranger	Love with the Proper Stranger	0	1963	\N	102	Comedy,Drama,Romance
tt0057345	movie	Contempt	Le mépris	0	1963	\N	103	Drama
tt0057413	movie	The Pink Panther	The Pink Panther	0	1963	\N	115	Comedy,Crime,Romance
tt0057569	movie	The Terror	The Terror	0	1963	\N	81	Horror,Thriller
tt0057731	tvSeries	Another World	Another World	0	1964	1999	90	Drama,Romance
tt0057779	tvSeries	Peyton Place	Peyton Place	0	1964	1969	30	Drama,Romance
tt0057831	movie	Zorba the Greek	Alexis Zorbas	0	1964	\N	142	Comedy,Drama
tt0057877	movie	Becket	Becket	0	1964	\N	148	Biography,Drama,History
tt0058135	movie	The Troops of St. Tropez	Le gendarme de Saint-Tropez	0	1964	\N	90	Comedy,Crime
tt0058150	movie	Goldfinger	Goldfinger	0	1964	\N	110	Action,Adventure,Thriller
tt0058213	movie	Hush...Hush, Sweet Charlotte	Hush...Hush, Sweet Charlotte	0	1964	\N	133	Crime,Drama,Mystery
tt0058331	movie	Mary Poppins	Mary Poppins	0	1964	\N	139	Comedy,Family,Fantasy
tt0058385	movie	My Fair Lady	My Fair Lady	0	1964	\N	170	Drama,Family,Musical
tt0058725	movie	Viva Las Vegas	Viva Las Vegas	0	1964	\N	85	Comedy,Musical
tt0058898	movie	Alphaville	Alphaville, une étrange aventure de Lemmy Caution	0	1965	\N	99	Drama,Mystery,Sci-Fi
tt0059113	movie	Doctor Zhivago	Doctor Zhivago	0	1965	\N	197	Drama,Romance,War
tt0059168	movie	Fantomas Unleashed	Fantômas se déchaîne	0	1965	\N	94	Adventure,Comedy,Crime
tt0059243	movie	The Great Race	The Great Race	0	1965	\N	160	Action,Adventure,Comedy
tt0059592	movie	Pierrot le Fou	Pierrot le fou	0	1965	\N	110	Crime,Drama,Romance
tt0059646	movie	Repulsion	Repulsion	0	1965	\N	105	Drama,Horror,Thriller
tt0059710	movie	She	She	0	1965	\N	106	Adventure,Fantasy
tt0059712	movie	Ship of Fools	Ship of Fools	0	1965	\N	149	Drama,Romance,War
tt0059742	movie	The Sound of Music	The Sound of Music	0	1965	\N	172	Biography,Drama,Family
tt0059956	movie	Viva Maria!	Viva Maria!	0	1965	\N	120	Adventure,Comedy,Romance
tt0059978	tvSeries	Dark Shadows	Dark Shadows	0	1966	1971	30	Drama,Fantasy,Horror
tt0060345	tvMovie	How the Grinch Stole Christmas!	How the Grinch Stole Christmas!	0	1966	\N	26	Animation,Comedy,Family
tt0060397	movie	Fantastic Voyage	Fantastic Voyage	0	1966	\N	100	Adventure,Family,Sci-Fi
tt0060474	movie	La Grande Vadrouille	La grande vadrouille	0	1966	\N	132	Comedy,War
tt0060827	movie	Persona	Persona	0	1966	\N	85	Drama,Thriller
tt0061184	movie	Who's Afraid of Virginia Woolf?	Who's Afraid of Virginia Woolf?	0	1966	\N	131	Drama
tt0061395	movie	Belle de Jour	Belle de jour	0	1967	\N	100	Drama
tt0061439	movie	Camelot	Camelot	0	1967	\N	179	Adventure,Fantasy,Musical
tt0061452	movie	Casino Royale	Casino Royale	0	1967	\N	131	Comedy
tt0061512	movie	Cool Hand Luke	Cool Hand Luke	0	1967	\N	126	Crime,Drama
tt0061578	movie	The Dirty Dozen	The Dirty Dozen	0	1967	\N	150	Action,Adventure,War
tt0061722	movie	The Graduate	The Graduate	0	1967	\N	106	Comedy,Drama
tt0061735	movie	Guess Who's Coming to Dinner	Guess Who's Coming to Dinner	0	1967	\N	108	Comedy,Drama
tt0062512	movie	You Only Live Twice	You Only Live Twice	0	1967	\N	117	Action,Adventure,Thriller
tt0062558	tvSeries	The Doris Day Show	The Doris Day Show	0	1968	1973	30	Comedy
tt0062595	tvSeries	One Life to Live	One Life to Live	0	1968	2013	60	Drama,Romance
tt0062622	movie	2001: A Space Odyssey	2001: A Space Odyssey	0	1968	\N	149	Adventure,Sci-Fi
tt0062711	movie	Barbarella	Barbarella	0	1968	\N	98	Adventure,Comedy,Fantasy
tt0062765	movie	Bullitt	Bullitt	0	1968	\N	114	Action,Crime,Mystery
tt0063227	movie	The Lion in Winter	The Lion in Winter	0	1968	\N	134	Biography,Drama,History
tt0063442	movie	Planet of the Apes	Planet of the Apes	0	1968	\N	112	Adventure,Sci-Fi
tt0063518	movie	Romeo and Juliet	Romeo and Juliet	0	1968	\N	138	Drama,Romance
tt0063715	movie	Spirits of the Dead	Histoires extraordinaires	0	1968	\N	121	Drama,Horror,Mystery
tt0064116	movie	Once Upon a Time in the West	C'era una volta il West	0	1968	\N	164	Western
